PROBLEM NAME: 	simple10-TTP
KNAPSACK DATA TYPE: bounded strongly corr
DIMENSION:	10
NUMBER OF ITEMS: 	40
CAPACITY OF KNAPSACK: 	20
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	5.61
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	288	129
3	270	133
4	256	141
5	256	157
6	246	157
7	236	169
8	228	169
9	228	161
10	220	169
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	1	1	1
2	32	1	2
3	3	1	3
4	4	1	4
5	5	1	5
6	6	1	6
7	7	1	7
8	28	1	8
9	40	1	9
10	10	1	10
11	11	1	1
12	12	1	2
13	13	1	3
14	14	1	4
15	15	1	5
16	16	1	6
17	36	1	7
18	18	1	8
19	19	1	9
20	20	1	10
21	21	1	1
22	22	1	2
23	23	1	3
24	24	1	4
25	25	1	5
26	26	1	6
27	27	1	7
28	8	1	8
29	29	1	9
30	30	1	10
31	31	1	1
32	2	1	2
33	33	1	3
34	34	1	4
35	35	1	5
36	17	1	6
37	37	1	7
38	38	1	8
39	39	1	9
40	9	1	10
