PROBLEM NAME:  simple200-TTP-mut7
KNAPSACK DATA TYPE: bounded strongly corr
DIMENSION:  0
NUMBER OF ITEMS:   200
CAPACITY OF KNAPSACK:   100
MIN SPEED:	0.1
MAX SPEED:	1
RENTING RATIO:	5.61
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y):
1	288	149
2	288	129
3	270	133
4	256	141
5	256	157
6	246	157
7	236	169
8	228	169
9	228	161
10	220	169
ITEMS SECTION (INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER):
1	1	1	1
2	123	1	2
3	3	1	3
4	4	1	4
5	5	1	5
6	6	1	6
7	7	1	7
8	8	1	8
9	9	1	9
10	114	1	10
11	11	1	1
12	12	1	2
13	13	1	3
14	14	1	4
15	15	1	5
16	16	1	6
17	17	1	7
18	18	1	8
19	19	1	9
20	20	1	10
21	21	1	1
22	22	1	2
23	23	1	3
24	24	1	4
25	25	1	5
26	26	1	6
27	27	1	7
28	28	1	8
29	29	1	9
30	30	1	10
31	31	1	1
32	32	1	2
33	33	1	3
34	34	1	4
35	35	1	5
36	36	1	6
37	37	1	7
38	38	1	8
39	39	1	9
40	40	1	10
41	41	1	1
42	127	1	2
43	158	1	3
44	44	1	4
45	45	1	5
46	46	1	6
47	47	1	7
48	48	1	8
49	49	1	9
50	50	1	10
51	125	1	1
52	52	1	2
53	53	1	3
54	54	1	4
55	55	1	5
56	56	1	6
57	57	1	7
58	58	1	8
59	59	1	9
60	60	1	10
61	61	1	1
62	62	1	2
63	63	1	3
64	64	1	4
65	65	1	5
66	162	1	6
67	67	1	7
68	68	1	8
69	69	1	9
70	70	1	10
71	71	1	1
72	72	1	2
73	73	1	3
74	74	1	4
75	75	1	5
76	76	1	6
77	77	1	7
78	78	1	8
79	79	1	9
80	80	1	10
81	81	1	1
82	82	1	2
83	83	1	3
84	84	1	4
85	85	1	5
86	86	1	6
87	87	1	7
88	88	1	8
89	89	1	9
90	90	1	10
91	91	1	1
92	106	1	2
93	93	1	3
94	94	1	4
95	95	1	5
96	96	1	6
97	97	1	7
98	98	1	8
99	99	1	9
100	100	1	10
101	101	1	1
102	102	1	2
103	103	1	3
104	104	1	4
105	105	1	5
106	92	1	6
107	107	1	7
108	108	1	8
109	109	1	9
110	110	1	10
111	111	1	1
112	112	1	2
113	113	1	3
114	10	1	4
115	115	1	5
116	116	1	6
117	117	1	7
118	118	1	8
119	119	1	9
120	120	1	10
121	121	1	1
122	122	1	2
123	2	1	3
124	124	1	4
125	51	1	5
126	126	1	6
127	42	1	7
128	128	1	8
129	129	1	9
130	130	1	10
131	131	1	1
132	132	1	2
133	133	1	3
134	134	1	4
135	135	1	5
136	136	1	6
137	137	1	7
138	138	1	8
139	139	1	9
140	140	1	10
141	141	1	1
142	142	1	2
143	143	1	3
144	144	1	4
145	145	1	5
146	146	1	6
147	147	1	7
148	148	1	8
149	149	1	9
150	150	1	10
151	151	1	1
152	152	1	2
153	153	1	3
154	154	1	4
155	155	1	5
156	156	1	6
157	157	1	7
158	43	1	8
159	159	1	9
160	160	1	10
161	161	1	1
162	66	1	2
163	163	1	3
164	164	1	4
165	165	1	5
166	166	1	6
167	167	1	7
168	168	1	8
169	169	1	9
170	170	1	10
171	171	1	1
172	172	1	2
173	173	1	3
174	174	1	4
175	175	1	5
176	176	1	6
177	177	1	7
178	178	1	8
179	179	1	9
180	180	1	10
181	181	1	1
182	182	1	2
183	183	1	3
184	184	1	4
185	185	1	5
186	186	1	6
187	187	1	7
188	188	1	8
189	189	1	9
190	190	1	10
191	191	1	1
192	192	1	2
193	193	1	3
194	194	1	4
195	195	1	5
196	196	1	6
197	197	1	7
198	198	1	8
199	199	1	9
200	200	1	10
